NUMBER	X_IMAGE	Y_IMAGE	RA	DEC	A_IMAGE	B_IMAGE	THETA_IMAGE	ELLIPTICITY	FLUX_AUTO	FLUXERR_AUTO	MAG_AUTO	MAGERR_AUTO	KRON_RADIUS	R_EFF_PIX	R_EFF_ARCSEC	MU_EFF	SNR_TOTAL	FLUX_APER_5	FLUX_APER_10	FLUX_APER_20	FLUX_APER_40	SERSIC_N	SERSIC_RE	SERSIC_CHI2	MAG_SERSIC	MU_EFF_SERSIC	LSBG_CONF	LSBG_GRADE	FLAGS	LABEL	MATCH_INFO
85	3797.062	1331.118	21.4626216	-1.5229129	16.169	6.258	8.886	0.6130	2.452191e+03	2.385385e+02	21.5261	0.1056	3.500	18.507	4.8675	27.8628	10.280	1.204622e+02	3.065492e+02	5.559946e+02	5.633530e+02	NaN	NaN	NaN	NaN	NaN	0.290	D	0	0	unmatched_287.89
86	281.057	1343.849	21.7195722	-1.5219603	12.463	3.950	37.004	0.6830	4.649792e+03	2.207456e+02	20.8314	0.0515	3.607	13.091	3.4428	27.4158	21.064	5.186764e+01	2.416352e+02	4.694660e+02	8.903044e+02	0.360	14.943	5.098	23.5580	26.4572	0.448	C	0	0	unmatched_445.29
87	4393.968	1315.380	21.4189991	-1.5240635	14.433	12.379	-68.970	0.1423	1.719195e+04	3.307167e+02	19.4117	0.0209	3.500	12.877	3.3868	24.6869	51.984	1.269565e+03	3.303101e+03	7.018715e+03	9.375576e+03	1.277	15.318	7.555	19.9438	24.9131	0.511	B	0	0	unmatched_191.89
88	2433.669	1357.303	21.5622595	-1.5209949	8.589	3.633	-22.248	0.5770	1.467519e+03	1.483062e+02	22.0835	0.1097	3.500	9.808	2.5794	26.6295	9.895	2.696322e+02	4.687907e+02	6.955892e+02	1.397663e+03	0.390	6.057	3.631	23.4477	25.4262	0.500	B	0	0	unmatched_200.44
89	3232.068	1389.141	21.5039118	-1.5186725	11.071	5.401	-88.108	0.5121	2.327538e+03	2.066680e+02	21.5828	0.0964	3.699	15.547	4.0888	27.5710	11.262	4.111496e+01	3.562467e+02	4.708115e+02	1.639718e+03	2.344	55.353	3.192	21.9166	27.9493	0.456	C	0	0	unmatched_281.97
90	907.091	1437.096	21.6738213	-1.5151544	9.458	4.646	-51.232	0.5088	2.103370e+03	1.721243e+02	21.6927	0.0888	3.518	17.870	4.6999	27.5018	12.220	3.082168e+02	5.009521e+02	7.679243e+02	2.123918e+03	0.494	4.136	4.482	23.4249	25.4697	0.477	C	0	0	unmatched_324.21
91	3725.972	1470.576	21.4678167	-1.5127246	9.201	3.847	-64.779	0.5819	3.627380e+03	1.564505e+02	21.1010	0.0468	3.862	23.312	6.1311	28.1162	23.185	9.805276e+01	3.552920e+02	4.885408e+02	1.730882e+03	0.455	2.375	3.487	23.7039	24.6429	0.463	C	0	0	unmatched_257.92
92	282.401	1485.728	21.7194727	-1.5115954	10.082	7.887	-13.998	0.2177	1.096893e+05	3.447664e+02	17.3996	0.0034	4.261	16.151	4.2477	27.3478	318.155	2.588285e+02	3.580430e+02	7.241032e+02	2.451206e+03	0.510	2.053	6.219	24.1849	24.7212	0.595	B	0	0	unmatched_420.04
93	5369.477	1491.846	21.3477079	-1.5111710	12.441	5.618	-32.003	0.5484	1.937205e+03	2.607607e+02	21.7821	0.1461	3.500	10.912	2.8698	26.6853	7.429	4.491476e+01	4.468447e+02	6.989512e+02	1.129406e+03	NaN	NaN	NaN	NaN	NaN	0.416	C	0	0	unmatched_107.81
94	3423.732	1563.098	21.4899044	-1.5059646	11.656	7.623	-29.562	0.3460	3.048336e+03	2.405567e+02	21.2898	0.0857	3.500	12.134	3.1912	26.8660	12.672	1.593273e+02	4.641742e+02	8.970550e+02	1.071603e+03	0.558	3.104	3.714	23.4909	24.9532	0.582	B	0	0	unmatched_274.14
95	2596.039	1537.480	21.5503926	-1.5078328	18.573	6.389	-15.985	0.6560	5.057330e+03	2.784772e+02	20.7402	0.0598	3.500	23.276	6.1215	27.0059	18.161	7.417214e+02	1.104203e+03	1.537612e+03	2.840952e+03	NaN	NaN	NaN	NaN	NaN	0.483	C	0	0	unmatched_157.96
96	3241.412	1597.554	21.5032283	-1.5034468	10.439	8.008	-39.532	0.2329	2.664946e+03	2.289613e+02	21.4358	0.0933	3.500	14.865	3.9096	27.6864	11.639	9.501143e+01	3.181416e+02	5.522135e+02	7.849177e+02	0.748	4.130	2.957	23.7982	25.7260	0.519	B	0	0	unmatched_249.96
97	4443.883	1606.661	21.4153511	-1.5027839	14.386	4.671	70.384	0.6753	1.364673e+03	2.046544e+02	22.1624	0.1628	3.500	14.447	3.7995	27.7086	6.668	2.461449e+01	1.381997e+02	4.990344e+02	6.795501e+02	0.360	18.977	3.027	23.0474	27.3124	0.340	C	0	0	unmatched_152.16
98	402.103	1630.973	21.7107236	-1.5009859	13.202	6.664	-31.244	0.4952	1.823116e+04	3.000541e+02	19.3480	0.0179	3.500	19.626	5.1618	27.4116	60.760	6.840758e+01	4.095205e+02	9.252110e+02	1.814364e+03	0.460	8.540	4.616	23.3392	25.7643	0.543	B	0	0	unmatched_371.44
99	3608.582	1635.930	21.4763953	-1.5006443	13.387	4.298	-64.331	0.6789	3.529017e+03	1.864832e+02	21.1309	0.0574	3.500	18.126	4.7671	28.2327	18.924	7.662082e+00	1.487469e+02	4.295679e+02	7.212371e+02	1.315	66.933	2.886	22.4644	28.0430	0.425	C	0	0	unmatched_231.23
100	4533.009	1644.474	21.4088377	-1.5000215	15.629	5.695	83.056	0.6356	4.002206e+03	2.501055e+02	20.9943	0.0678	3.500	17.217	4.5280	27.2750	16.002	4.469928e+02	5.551724e+02	9.676334e+02	1.413945e+03	0.546	2.469	4.758	23.3681	24.3446	0.502	B	0	0	unmatched_127.59
101	5273.663	1679.931	21.3547104	-1.4974306	11.471	7.998	59.386	0.3028	4.539830e+03	2.874923e+02	20.8574	0.0688	3.500	11.872	3.1223	26.4002	15.791	3.397188e+02	7.251834e+02	1.307391e+03	1.981514e+03	0.390	7.769	4.347	22.7066	25.1632	0.628	B	0	0	unmatched_68.15
102	6823.409	1737.137	21.2414550	-1.4932460	20.669	11.712	-84.807	0.4333	1.640322e+05	3.774521e+02	16.9627	0.0025	3.548	48.838	12.8445	25.0613	434.578	4.705387e+02	1.961563e+03	3.961867e+03	3.979468e+04	NaN	NaN	NaN	NaN	NaN	0.559	B	16	0	unmatched_431.97
103	2251.835	1840.721	21.5755454	-1.4856777	9.559	6.615	-18.576	0.3080	1.791324e+03	2.060410e+02	21.8671	0.1249	3.500	13.239	3.4819	27.7202	8.694	1.552702e+02	2.574460e+02	5.158508e+02	6.768391e+02	0.448	5.458	3.153	24.0164	25.7965	0.454	C	0	0	unmatched_89.47
104	113.611	1853.532	21.7318037	-1.4847240	10.564	3.416	7.109	0.6766	1.635831e+03	1.827822e+02	21.9657	0.1213	3.500	10.378	2.7293	26.6665	8.950	2.166682e+02	4.927875e+02	6.431570e+02	1.433713e+03	0.612	2.876	4.877	23.4567	24.6210	0.489	C	0	0	unmatched_404.71
105	6602.594	1847.991	21.2575926	-1.4851487	11.290	8.930	-62.036	0.2091	9.883101e+03	3.035148e+02	20.0128	0.0333	3.500	15.327	4.0311	26.9832	32.562	1.607935e+02	6.445365e+02	1.125129e+03	2.187426e+03	0.825	4.989	4.735	23.0344	24.9308	0.652	B	0	0	unmatched_367.17
106	5546.835	1848.262	21.3347472	-1.4851326	7.420	2.528	-69.521	0.6593	1.080368e+03	1.311264e+02	22.4161	0.1318	3.500	11.410	3.0007	27.1349	8.239	2.529519e+02	3.521252e+02	6.097933e+02	1.678001e+03	0.480	3.194	4.351	23.6688	25.1298	0.436	C	0	0	unmatched_145.30
107	236.063	1867.874	21.7228551	-1.4836776	9.650	6.527	-60.096	0.3236	3.961814e+03	2.457906e+02	21.0053	0.0674	3.500	10.772	2.8330	26.8004	16.119	1.711747e+02	4.445105e+02	6.929905e+02	1.150407e+03	0.723	4.637	4.767	23.3208	25.1611	0.605	B	0	0	unmatched_374.17
108	862.968	1886.652	21.6770419	-1.4823119	13.043	7.133	-83.913	0.4531	1.145622e+04	2.385597e+02	19.8524	0.0226	3.500	14.333	3.7696	27.1016	48.022	3.004827e+02	4.526811e+02	8.286451e+02	1.316799e+03	NaN	NaN	NaN	NaN	NaN	0.506	B	0	0	unmatched_236.05
109	1212.064	1928.896	21.6515302	-1.4792288	10.821	4.649	67.637	0.5704	2.047502e+03	1.824924e+02	21.7219	0.0968	3.500	9.585	2.5208	27.9403	11.220	1.642711e+01	1.588082e+02	4.320942e+02	6.068685e+02	0.360	18.293	4.505	22.9228	27.4121	0.340	C	0	0	unmatched_172.40
110	5401.171	1923.213	21.3453925	-1.4796573	13.791	7.669	-70.032	0.4439	1.306958e+03	3.099810e+02	22.2093	0.2575	3.500	14.604	3.8408	27.9706	4.216	1.964684e+01	1.121359e+02	5.356540e+02	6.426786e+02	1.703	68.957	4.316	21.8605	28.3839	0.370	C	0	0	unmatched_117.52
111	1842.105	1947.594	21.6054875	-1.4778675	8.196	4.394	14.461	0.4639	2.256339e+03	1.522118e+02	21.6165	0.0732	3.500	17.791	4.6790	27.7529	14.824	1.134179e+02	3.401527e+02	6.447056e+02	1.703705e+03	0.360	32.844	3.204	21.6274	27.0907	0.450	C	0	0	unmatched_165.38
112	1668.898	1956.906	21.6181452	-1.4771861	16.246	6.439	-61.514	0.6037	7.763658e+04	3.697437e+02	17.7748	0.0052	4.772	20.497	5.3908	27.3742	209.974	3.213198e+02	5.043892e+02	1.006971e+03	1.853090e+03	NaN	NaN	NaN	NaN	NaN	0.452	C	0	0	unmatched_153.61
113	549.304	1977.918	21.6999630	-1.4756415	11.036	7.625	28.914	0.3091	1.618169e+03	2.525215e+02	21.9774	0.1694	3.500	11.706	3.0786	27.1250	6.408	5.441830e+01	2.962291e+02	6.960836e+02	1.151943e+03	0.655	8.092	3.626	23.1805	26.5421	0.512	B	0	0	unmatched_287.90
114	3209.615	1996.531	21.5055508	-1.4742993	13.349	6.944	-15.039	0.4798	5.347156e+03	2.406930e+02	20.6797	0.0489	3.500	16.801	4.4188	26.7781	22.216	4.740459e+02	8.178260e+02	1.409718e+03	2.384996e+03	1.144	12.546	6.130	22.0655	25.6541	0.608	B	0	0	unmatched_203.14
115	3220.947	1979.107	21.5047227	-1.4755723	9.182	2.868	19.612	0.6877	1.689090e+03	1.287209e+02	21.9309	0.0827	3.500	17.611	4.6317	27.3256	13.122	4.341070e+02	5.510820e+02	9.587219e+02	2.294308e+03	NaN	NaN	NaN	NaN	NaN	0.367	C	0	0	unmatched_206.86
116	6213.846	2046.090	21.2860029	-1.4706782	13.693	4.594	-82.294	0.6645	2.436523e+03	2.317468e+02	21.5331	0.1033	3.500	14.117	3.7127	27.0994	10.514	3.956034e+02	5.553307e+02	7.167064e+02	1.212587e+03	NaN	NaN	NaN	NaN	NaN	0.368	C	0	0	unmatched_252.89
117	342.484	2050.461	21.7150763	-1.4703399	9.846	5.022	9.224	0.4900	4.306737e+03	2.392979e+02	20.9146	0.0603	3.965	17.851	4.6949	27.5796	17.997	5.295363e+01	3.493613e+02	7.061132e+02	2.474682e+03	0.360	11.018	5.650	23.1855	26.7603	0.464	C	0	0	unmatched_328.73
118	393.716	2074.007	21.7113322	-1.4686203	12.781	5.721	15.489	0.5524	3.346068e+03	2.578156e+02	21.1887	0.0837	3.500	11.943	3.1411	26.7164	12.979	5.090668e+01	4.492344e+02	7.322739e+02	1.273444e+03	0.360	13.596	5.146	23.0103	26.1784	0.500	B	0	0	unmatched_313.92
119	5948.039	2094.326	21.3054280	-1.4671552	14.600	5.848	-30.968	0.5995	1.878410e+03	2.703757e+02	21.8155	0.1563	3.500	18.697	4.9173	27.8905	6.947	3.115791e+01	2.674647e+02	5.565701e+02	8.841645e+02	0.863	13.338	3.951	23.1060	26.5820	0.383	C	0	0	unmatched_189.51
120	5512.199	2114.106	21.3372790	-1.4657113	13.192	5.097	19.941	0.6136	1.625529e+03	2.661489e+02	21.9725	0.1778	3.500	9.831	2.5854	26.4437	6.108	1.311057e+02	5.705878e+02	9.094224e+02	1.091740e+03	0.644	4.219	7.286	23.1010	24.8739	0.482	C	0	0	unmatched_123.75
121	3289.087	2129.112	21.4997426	-1.4646138	8.232	6.650	49.977	0.1921	1.070962e+04	2.464696e+02	19.9256	0.0250	4.124	10.357	2.7239	26.0736	43.452	3.184785e+02	8.303513e+02	1.550773e+03	7.751966e+03	NaN	NaN	NaN	NaN	NaN	0.623	B	0	0	unmatched_212.19
122	2447.406	2119.100	21.5612518	-1.4653418	17.316	10.797	70.091	0.3765	1.163230e+04	3.943187e+02	19.8358	0.0368	3.500	14.786	3.8888	25.0673	29.500	9.343940e+02	2.781351e+03	5.879132e+03	8.412173e+03	0.850	17.402	3.794	20.1657	24.9825	0.548	B	0	1	matched_0.12
123	3563.665	2168.864	21.4796765	-1.4617106	10.047	7.421	31.263	0.2614	5.106951e+02	2.396664e+02	23.2296	0.5095	3.500	12.158	3.1976	27.5106	2.131	7.141424e-01	2.022507e+02	4.567861e+02	8.590024e+02	0.360	22.166	3.617	22.5979	27.6594	0.405	C	0	0	unmatched_141.28
124	5238.966	2165.679	21.3572467	-1.4619442	9.736	3.902	51.444	0.5992	2.621531e+03	1.906590e+02	21.4536	0.0790	3.500	20.776	5.4642	27.3415	13.750	4.238802e+02	6.204770e+02	1.004523e+03	2.597045e+03	NaN	NaN	NaN	NaN	NaN	0.404	C	0	0	unmatched_116.25
125	430.272	2189.458	21.7086596	-1.4601865	11.432	9.528	-10.130	0.1665	6.191962e+03	3.354269e+02	20.5204	0.0588	3.500	16.685	4.3880	27.1606	18.460	1.900245e+02	4.683915e+02	1.078239e+03	1.918612e+03	NaN	NaN	NaN	NaN	NaN	0.565	B	0	0	unmatched_294.76
126	3937.685	2201.561	21.4523434	-1.4593227	12.237	4.866	-47.563	0.6024	1.903658e+03	2.350587e+02	21.8010	0.1341	3.500	12.738	3.3501	26.3353	8.099	7.328378e+01	7.551882e+02	1.373284e+03	2.157427e+03	0.581	3.504	4.645	22.5512	24.3185	0.543	B	0	0	unmatched_59.12
127	4803.653	2235.092	21.3890591	-1.4568735	14.098	4.414	-88.229	0.6869	3.266221e+03	2.488271e+02	21.2149	0.0827	3.500	14.162	3.7247	27.1563	13.126	9.658594e+01	2.603884e+02	9.109487e+02	1.079579e+03	0.360	18.231	5.470	22.6997	26.3336	0.425	C	0	0	unmatched_151.80
128	5774.461	2309.699	21.3181135	-1.4514216	12.154	4.589	-60.244	0.6224	5.523893e+03	2.887179e+02	20.6444	0.0567	4.402	27.985	7.3601	28.1296	19.132	5.561632e+01	2.322371e+02	7.140594e+02	2.223656e+03	0.360	37.832	6.207	21.4056	27.7466	0.405	C	0	0	unmatched_118.36
129	4476.648	2316.204	21.4129564	-1.4509479	13.378	10.782	26.187	0.1940	6.028558e+03	3.681377e+02	20.5495	0.0663	3.500	11.516	3.0287	25.2502	16.376	6.461606e+02	1.931221e+03	3.583192e+03	4.574497e+03	0.719	10.534	5.135	20.9458	25.0800	0.558	B	0	0	unmatched_114.04
130	2940.865	2350.935	21.5251894	-1.4484072	11.718	3.568	21.809	0.6956	4.176695e+03	2.051121e+02	20.9479	0.0533	3.629	21.317	5.6065	27.9860	20.363	6.712522e+01	2.625285e+02	5.829405e+02	1.689668e+03	0.360	13.233	4.673	23.5739	26.9862	0.407	C	0	0	unmatched_143.45
131	1224.111	2377.207	21.6506464	-1.4464776	11.114	6.045	59.867	0.4561	3.516994e+03	2.600660e+02	21.1346	0.0803	3.500	15.420	4.0555	27.5359	13.523	1.165922e+02	3.943406e+02	7.453451e+02	1.031030e+03	0.976	3.540	4.663	23.5935	25.3303	0.487	C	0	0	unmatched_81.83
132	2637.158	2384.160	21.5473838	-1.4459787	17.484	10.832	-4.971	0.3804	9.972564e+03	4.122377e+02	20.0030	0.0449	3.500	14.714	3.8698	25.8073	24.191	4.461566e+02	1.441273e+03	2.790022e+03	4.324684e+03	1.187	13.727	4.064	20.9808	25.5873	0.630	B	0	0	unmatched_85.74
133	1715.576	2386.893	21.6147312	-1.4457737	8.349	3.681	28.257	0.5591	2.209199e+03	1.564201e+02	21.6394	0.0769	3.500	13.946	3.6679	26.8869	14.123	4.623675e+02	6.565046e+02	1.119785e+03	3.037379e+03	0.504	3.993	5.203	23.1749	24.6311	0.535	B	0	0	unmatched_65.68
134	2291.175	2400.618	21.5726675	-1.4447746	9.763	7.399	76.233	0.2422	2.124742e+03	2.360147e+02	21.6817	0.1206	3.500	10.548	2.7742	26.9432	9.003	7.883150e+01	3.746090e+02	7.005771e+02	9.553997e+02	NaN	NaN	NaN	NaN	NaN	0.470	C	0	0	unmatched_84.57
135	4049.058	2394.468	21.4442040	-1.4452299	15.581	12.547	-54.770	0.1947	2.109960e+04	3.980969e+02	19.1893	0.0205	3.500	15.097	3.9705	25.2164	53.001	9.300720e+02	2.474035e+03	5.207125e+03	7.692547e+03	1.138	14.657	3.705	20.3588	25.1750	0.606	B	0	1	matched_0.55
136	6093.021	2419.827	21.2948339	-1.4433752	18.284	13.428	-84.142	0.2656	3.426820e+04	4.264183e+02	18.6628	0.0135	3.612	19.441	5.1130	26.7261	80.363	6.862452e+01	2.647508e+02	1.765042e+03	3.040019e+03	0.360	23.238	6.289	21.5807	26.9664	0.624	B	0	0	unmatched_184.18
137	1313.972	2467.070	21.6440789	-1.4399134	10.665	5.339	56.364	0.4994	7.963896e+03	2.202117e+02	20.2472	0.0300	3.623	12.164	3.1992	26.8772	36.165	8.397572e+01	4.261996e+02	7.379855e+02	3.238271e+03	0.360	9.007	7.426	23.7557	26.8724	0.523	B	0	0	unmatched_51.20
138	1355.273	2491.883	21.6410605	-1.4381010	8.462	5.222	7.733	0.3829	4.730173e+03	1.760716e+02	20.8128	0.0404	3.500	9.577	2.5188	26.2367	26.865	4.680643e+02	6.578474e+02	1.093788e+03	2.278828e+03	0.638	3.094	5.841	23.2750	24.5792	0.647	B	0	0	unmatched_39.20
139	3657.266	2541.541	21.4728354	-1.4344846	13.716	4.434	0.450	0.6767	4.120175e+03	1.937208e+02	20.9627	0.0510	3.552	32.939	8.6629	28.0085	21.269	9.132147e+00	2.392176e+02	4.883154e+02	2.806134e+03	0.360	11.353	4.066	23.8557	26.6246	0.450	C	0	0	unmatched_110.26
140	6586.072	2502.542	21.2588030	-1.4373304	22.690	12.881	-80.105	0.4323	9.674618e+04	4.639799e+02	17.5359	0.0052	3.500	38.683	10.1736	24.8593	208.514	7.930589e+02	2.513135e+03	6.600185e+03	4.329252e+04	NaN	NaN	NaN	NaN	NaN	0.496	C	0	0	unmatched_309.93
141	1517.665	2554.712	21.6291929	-1.4335123	8.359	6.546	-72.506	0.2169	2.782330e+04	2.014455e+02	18.8890	0.0079	3.847	13.520	3.5556	25.5300	138.118	1.095483e+03	1.987323e+03	3.680570e+03	1.182854e+04	NaN	NaN	NaN	NaN	NaN	0.553	B	0	0	unmatched_10.79
142	3320.468	2575.910	21.4974479	-1.4319729	13.422	9.384	3.507	0.3009	7.677323e+03	2.931855e+02	20.2870	0.0415	3.500	15.795	4.1541	25.9298	26.186	7.253303e+02	1.328313e+03	2.870281e+03	4.598447e+03	NaN	NaN	NaN	NaN	NaN	0.595	B	0	0	unmatched_197.73
143	5407.929	2571.043	21.3448998	-1.4323298	18.169	12.324	-76.861	0.3217	1.970033e+04	4.342905e+02	19.2638	0.0239	3.500	15.398	4.0498	24.5929	45.362	1.511321e+03	4.475421e+03	9.401289e+03	1.413136e+04	0.994	18.914	3.982	19.5199	24.5701	0.505	B	0	1	matched_0.78
144	1302.503	2600.211	21.6449160	-1.4301867	12.009	4.339	62.169	0.6386	4.041819e+03	1.871206e+02	20.9836	0.0503	3.500	19.622	5.1607	26.9852	21.600	4.121725e+02	7.162945e+02	1.400076e+03	2.859416e+03	NaN	NaN	NaN	NaN	NaN	0.494	C	0	0	unmatched_56.94
145	1300.031	2620.432	21.6450964	-1.4287094	12.200	5.758	20.132	0.5280	4.032681e+03	2.146218e+02	20.9860	0.0578	3.500	12.691	3.3377	26.1457	18.790	5.385349e+02	1.060897e+03	1.656201e+03	2.531391e+03	NaN	NaN	NaN	NaN	NaN	0.545	B	0	0	unmatched_59.77
146	5957.852	2624.139	21.3047126	-1.4284495	16.873	14.423	88.463	0.1452	2.278755e+04	4.167845e+02	19.1058	0.0199	3.500	17.222	4.5293	24.9251	54.675	1.408503e+03	3.967996e+03	7.726024e+03	1.266484e+04	1.174	16.468	4.154	19.6951	24.8479	0.585	B	0	0	unmatched_144.77
147	3699.349	2671.383	21.4697598	-1.4249991	17.476	8.622	-73.297	0.5067	9.464522e+03	3.142535e+02	20.0598	0.0361	3.500	30.676	8.0677	27.7374	30.117	6.683936e+01	2.493522e+02	9.787141e+02	2.220146e+03	0.360	10.245	4.658	22.9885	25.5950	0.505	B	0	0	unmatched_117.35
148	5352.985	2716.078	21.3489152	-1.4217343	7.920	4.854	2.613	0.3870	2.167275e+04	1.795519e+02	19.1602	0.0090	3.500	20.446	5.3774	25.5787	120.705	8.440715e+02	1.979721e+03	4.836671e+03	2.125643e+04	NaN	NaN	NaN	NaN	NaN	0.541	B	0	0	unmatched_40.39
149	4121.753	2748.795	21.4388912	-1.4193444	8.775	3.481	36.997	0.6033	2.715581e+03	1.519714e+02	21.4153	0.0608	3.500	10.336	2.7185	26.6233	17.869	2.849052e+02	5.122242e+02	7.602057e+02	1.501590e+03	0.574	5.660	3.963	23.2360	25.4611	0.586	B	0	0	unmatched_94.65
150	2169.501	2765.380	21.5815572	-1.4181261	11.166	5.151	-41.650	0.5387	2.114314e+03	1.862729e+02	21.6871	0.0957	3.500	10.357	2.7240	27.4271	11.351	6.809161e+01	2.359747e+02	3.654547e+02	1.312781e+03	NaN	NaN	NaN	NaN	NaN	0.349	C	0	0	unmatched_56.92
151	1332.094	2821.800	21.6427519	-1.4139988	11.598	6.605	-9.741	0.4305	2.691103e+03	2.308726e+02	21.4252	0.0931	3.500	11.759	3.0927	26.4177	11.656	5.514302e+01	6.441787e+02	1.170870e+03	1.874637e+03	0.492	4.172	3.916	22.8762	24.4987	0.603	B	0	0	unmatched_91.88
152	6223.675	2835.490	21.2852875	-1.4130083	9.672	4.341	-54.294	0.5512	2.594282e+03	1.612125e+02	21.4650	0.0675	3.500	11.786	3.0998	27.0819	16.092	1.749554e+02	3.944854e+02	4.749580e+02	1.173031e+03	0.438	2.993	3.243	23.7301	25.0321	0.523	B	0	0	unmatched_224.89
153	3244.256	2842.290	21.5030165	-1.4125122	18.433	7.662	-45.899	0.5843	5.146854e+03	3.229589e+02	20.7211	0.0681	3.500	21.528	5.6619	27.3987	15.937	4.542683e+02	6.497631e+02	9.357182e+02	1.825670e+03	0.585	4.108	3.810	22.9919	24.8997	0.520	B	0	0	unmatched_213.07
154	1415.206	2861.558	21.6366780	-1.4110949	6.583	2.886	-41.969	0.5615	1.154236e+03	1.126459e+02	22.3443	0.1060	3.500	13.149	3.4582	27.6841	10.247	1.691322e+02	2.572939e+02	6.463636e+02	8.006287e+02	0.360	4.373	3.620	24.1032	25.8346	0.384	C	0	0	unmatched_93.54
155	6509.187	2879.833	21.2644232	-1.4097676	15.722	9.640	-6.674	0.3869	6.886377e+03	3.061079e+02	20.4050	0.0483	3.500	12.192	3.2064	25.7789	22.497	1.580242e+02	1.307095e+03	1.875598e+03	2.944988e+03	0.417	4.186	5.151	22.1861	23.7792	0.582	B	0	0	unmatched_300.18
156	3894.920	2875.855	21.4554675	-1.4100617	16.892	9.724	-39.151	0.4244	9.485195e+03	3.554460e+02	20.0574	0.0407	3.500	13.303	3.4986	25.7450	26.685	4.957889e+02	1.487549e+03	2.588659e+03	3.661514e+03	0.626	13.126	3.953	21.4067	24.8957	0.611	B	0	0	unmatched_132.66
157	3411.403	2898.185	21.4908017	-1.4084292	7.514	3.741	-89.921	0.5022	3.190274e+03	1.402352e+02	21.2404	0.0477	3.500	17.030	4.4788	26.8159	22.749	5.230217e+02	9.452074e+02	1.668222e+03	3.062488e+03	2.190	41.816	4.698	20.7880	26.5802	0.607	B	0	0	unmatched_213.75
158	945.601	2970.885	21.6709941	-1.4031043	9.537	5.363	75.073	0.4377	4.360245e+03	1.842459e+02	20.9012	0.0459	3.500	11.022	2.8987	26.0034	23.665	5.127037e+02	9.978134e+02	1.412377e+03	2.505476e+03	0.667	5.548	4.190	22.5966	24.8309	0.629	B	0	0	unmatched_188.94
159	2220.964	2974.626	21.5777952	-1.4028399	14.023	10.222	60.955	0.2710	5.712293e+03	2.860684e+02	20.6080	0.0544	3.500	13.522	3.5563	26.4289	19.968	2.584384e+02	7.737956e+02	1.469267e+03	2.132364e+03	0.509	12.454	4.497	22.1647	26.0044	0.700	A	0	1	matched_0.25
160	1334.966	2997.848	21.6425407	-1.4011376	12.315	10.449	64.880	0.1516	7.013161e+04	2.941636e+02	17.8852	0.0046	3.500	20.837	5.4800	28.0205	238.410	2.766285e+02	3.673504e+02	5.390986e+02	1.241066e+03	0.405	3.275	3.379	23.7240	25.2987	0.545	B	0	0	unmatched_133.97
161	5680.544	3003.515	21.3249786	-1.4007347	11.594	4.269	54.836	0.6318	1.116454e+03	1.772827e+02	22.3804	0.1724	3.500	10.262	2.6989	27.0982	6.298	4.419480e+01	3.130647e+02	5.509156e+02	9.574865e+02	0.360	16.282	3.503	23.0569	27.0575	0.400	C	0	0	unmatched_133.68
162	6594.699	3016.324	21.2581748	-1.3997958	9.597	3.539	-48.934	0.6312	3.317447e+03	1.729667e+02	21.1980	0.0566	4.054	9.712	2.5543	26.5419	19.180	3.779982e+02	5.066596e+02	8.195723e+02	1.445858e+03	NaN	NaN	NaN	NaN	NaN	0.514	B	0	0	unmatched_332.70
163	898.232	3004.954	21.6744553	-1.4006150	7.991	4.881	11.398	0.3892	6.907218e+03	1.628365e+02	20.4017	0.0256	3.500	16.110	4.2369	27.0575	42.418	3.957331e+02	6.086432e+02	1.109290e+03	3.917338e+03	0.424	3.983	4.680	23.2991	25.1373	0.585	B	0	0	unmatched_204.26
164	873.541	3009.166	21.6762596	-1.4003071	14.204	5.554	63.798	0.6090	1.299751e+04	2.479464e+02	19.7153	0.0207	3.755	24.186	6.3610	27.2360	52.421	5.894481e+02	1.031412e+03	1.323284e+03	2.882800e+03	0.639	4.956	7.887	22.6096	24.7219	0.532	B	0	0	unmatched_210.03
165	502.706	3043.674	21.7033583	-1.3977828	12.985	4.629	-17.259	0.6435	6.521644e+02	1.954249e+02	22.9641	0.3253	3.500	15.834	4.1644	28.1373	3.337	7.363868e+01	2.680071e+02	4.068949e+02	5.980824e+02	0.360	16.265	3.160	23.1865	27.2182	0.275	D	0	0	unmatched_296.96
166	3094.857	3086.465	21.5139333	-1.3946734	17.934	6.255	-5.309	0.6512	3.315843e+03	2.898667e+02	21.1985	0.0949	3.500	17.997	4.7333	27.3141	11.439	3.591892e+01	1.920644e+02	9.879728e+02	1.432060e+03	0.360	22.109	4.271	22.8405	27.2185	0.425	C	0	0	unmatched_137.80
167	1434.179	3090.852	21.6352899	-1.3943440	15.925	5.130	-72.034	0.6778	6.189575e+04	2.840707e+02	18.0208	0.0050	4.185	15.830	4.1634	27.3406	217.889	4.451217e+01	2.589131e+02	7.223683e+02	1.081904e+03	0.360	16.612	4.234	23.1480	27.1156	0.474	C	0	0	unmatched_152.06
168	1484.470	3106.886	21.6316147	-1.3931729	13.897	4.657	36.694	0.6649	2.903834e+03	2.035734e+02	21.3426	0.0761	3.500	12.342	3.2460	26.1163	14.264	5.497289e+02	9.483526e+02	1.533043e+03	2.285612e+03	NaN	NaN	NaN	NaN	NaN	0.466	C	0	0	unmatched_155.29
